"INCIDENT DATE","CLAIM DATE","COUNTY","DISTRICT","ROUTE","STATUS"
2023-02-10,"2023-02-21","San Bernardino",8,NA,"unclear/unknown/pending"
2023-01-18,"2023-01-27","San Bernardino",8,NA,"Deny"
2018-06-26,"2018-08-30","San Bernardino",8,"210","Deny"
2022-03-06,"2022-03-25","San Bernardino",8,"15","Deny"
2023-04-03,"2023-04-03","San Bernardino",8,NA,"unclear/unknown/pending"
2018-03-21,"2018-07-11","San Bernardino",8,"15","Deny"
2023-03-15,"2023-05-12","San Bernardino",8,NA,"unclear/unknown/pending"
2023-02-24,"2023-03-28","San Bernardino",8,NA,"unclear/unknown/pending"
2019-09-13,"2019-10-07","San Bernardino",8,"60","Small Claims Court"
2023-03-27,"2023-04-04","San Bernardino",8,"38","Deny"
2023-03-15,"2023-03-16","San Bernardino",8,NA,"unclear/unknown/pending"
2019-12-14,"2020-02-03","San Bernardino",8,"60","Deny"
2023-03-24,"2023-04-13","San Bernardino",8,"330","Deny"
2023-03-30,"2023-04-13","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-31,"2023-04-17","San Bernardino",8,NA,"unclear/unknown/pending"
2020-05-31,"2020-06-10","San Bernardino",8,"60","Deny"
2020-06-21,"2021-01-28","San Bernardino",8,"60","Deny"
2019-08-12,"2019-09-21","San Bernardino",8,"40","Deny"
2020-06-04,"2020-06-15","San Bernardino",8,"138","Deny"
2018-03-28,"2018-04-09","San Bernardino",8,"210","Deny"
2022-09-12,"2022-09-28","San Bernardino",8,"15","unclear/unknown/pending"
2020-10-06,"2020-12-18","San Bernardino",8,"60","Deny"
2023-03-02,"2023-03-28","San Bernardino",8,"15","Deny"
2021-12-25,"2022-11-04","San Bernardino",8,"71 /   60","unclear/unknown/pending"
2020-02-03,"2020-02-18","San Bernardino",8,"15","Deny"
2023-04-08,"2023-04-17","San Bernardino",8,NA,"unclear/unknown/pending"
2018-09-25,"2018-10-09","San Bernardino",8,"10","Deny"
2020-03-07,"2020-06-12","San Bernardino",8,"60","Deny"
2019-12-21,"2020-03-10","San Bernardino",8,"15","Small Claims Court"
2023-02-24,"2023-02-27","San Bernardino",8,NA,"unclear/unknown/pending"
2023-02-25,"2023-03-08","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-25,"2023-03-29","San Bernardino",8,"18","Deny"
2023-04-07,"2023-05-08","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-27,"2023-04-26","San Bernardino",8,NA,"unclear/unknown/pending"
2018-04-22,"2018-10-22","San Bernardino",8,"60","Deny"
2021-11-30,"2022-02-11","San Bernardino",8,"62","Deny"
2021-09-07,"2021-10-04","San Bernardino",8,"10","Deny"
2023-03-20,"2023-04-14","San Bernardino",8,NA,"unclear/unknown/pending"
2019-03-26,"2019-04-03","San Bernardino",8,NA,"Deny"
2023-03-22,"2023-05-05","San Bernardino",8,NA,"unclear/unknown/pending"
2020-09-27,"2020-10-29","San Bernardino",8,"10","Deny"
2021-07-24,"2021-10-14","San Bernardino",8,"10","unclear/unknown/pending"
2023-01-05,"2023-03-30","San Bernardino",8,NA,"unclear/unknown/pending"
2022-07-20,"2022-10-03","San Bernardino",8,"N/A","Deny"
2023-03-17,"2023-04-12","San Bernardino",8,NA,"unclear/unknown/pending"
2020-09-08,"2020-10-19","San Bernardino",8,"60","Deny"
2023-04-28,"2023-05-09","San Bernardino",8,NA,"unclear/unknown/pending"
2023-04-06,"2023-04-13","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-01,"2023-03-12","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-27,"2023-04-27","San Bernardino",8,NA,"unclear/unknown/pending"
2023-01-10,"2023-03-22","San Bernardino",8,NA,"unclear/unknown/pending"
2021-12-06,"2021-12-29","San Bernardino",8,"15","Deny"
2023-01-16,"2023-02-14","San Bernardino",8,NA,"unclear/unknown/pending"
2018-10-05,"2018-10-05","San Bernardino",8,"10","Deny"
2023-03-23,"2023-03-28","San Bernardino",8,"10","Deny"
2022-03-11,"2022-04-06","San Bernardino",8,"71","Deny"
2023-03-01,"2023-04-19","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-10,"2023-04-17","San Bernardino",8,NA,"unclear/unknown/pending"
2018-04-08,"2018-06-27","San Bernardino",8,"10","Deny"
2020-01-11,"2020-01-27","San Bernardino",8,"10","Deny"
2023-03-15,"2023-03-20","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-21,"2023-03-27","San Bernardino",8,"Residential street","Deny"
2019-07-10,"2019-07-16","San Bernardino",8,"18","Small Claims Court"
2022-09-20,"2023-03-08","San Bernardino",8,NA,"unclear/unknown/pending"
2022-06-06,"2022-06-30","San Bernardino",8,"15","Deny"
2019-05-17,"2019-05-29","San Bernardino",8,"395","Deny"
2023-01-02,"2023-03-29","San Bernardino",8,"15","Deny"
2018-06-26,"2018-08-24","San Bernardino",8,"395","Deny"
2023-03-31,"2023-04-13","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-17,"2023-03-21","San Bernardino",8,NA,"unclear/unknown/pending"
2023-01-15,"2023-02-24","San Bernardino",8,NA,"unclear/unknown/pending"
2022-12-29,"2023-01-08","San Bernardino",8,"10","unclear/unknown/pending"
2023-03-26,"2023-04-27","San Bernardino",8,NA,"unclear/unknown/pending"
2020-09-15,"2020-09-18","San Bernardino",8,"38","Deny"
2022-09-26,"2022-10-17","San Bernardino",8,"N/A","unclear/unknown/pending"
2021-10-23,"2022-03-24","San Bernardino",8,"210","Deny"
2020-06-19,"2020-07-22","San Bernardino",8,"15","Approve"
2023-03-25,"2023-04-10","San Bernardino",8,NA,"unclear/unknown/pending"
2018-01-01,"2018-02-06","San Bernardino",8,"15","Deny"
2023-01-18,"2023-04-18","San Bernardino",8,NA,"unclear/unknown/pending"
2022-05-10,"2022-05-11","San Bernardino",8,"210","Deny"
2023-04-05,"2023-04-13","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-04,"2023-03-23","San Bernardino",8,NA,"unclear/unknown/pending"
2022-07-24,"2022-11-28","San Bernardino",8,"38","unclear/unknown/pending"
2018-05-25,"2018-09-04","San Bernardino",8,"62","Deny"
2023-03-20,"2023-04-13","San Bernardino",8,NA,"unclear/unknown/pending"
2020-02-20,"2020-03-02","San Bernardino",8,"18","Deny"
2023-03-20,"2023-04-13","San Bernardino",8,NA,"unclear/unknown/pending"
2020-07-20,"2020-08-11","San Bernardino",8,"10","Deny"
2018-08-25,"2018-08-30","San Bernardino",8,"NSH","Deny"
2023-03-25,"2023-04-03","San Bernardino",8,"38","Deny"
2021-08-28,"2021-09-03","San Bernardino",8,"15","unclear/unknown/pending"
2023-02-20,"2023-03-16","San Bernardino",8,NA,"unclear/unknown/pending"
2019-12-26,"2020-01-06","San Bernardino",8,"10","Deny"
2023-03-22,"2023-04-13","San Bernardino",8,NA,"unclear/unknown/pending"
2023-03-20,"2023-04-12","San Bernardino",8,NA,"unclear/unknown/pending"
2023-02-11,"2023-05-15","San Bernardino",8,NA,"unclear/unknown/pending"
2022-09-26,"2022-11-30","San Bernardino",8,"15","Deny"
2021-05-18,"44342","San Diego",11,"5","Deny"
2023-04-06,"45033","San Diego",11,NA,"Deny-NSH"
2019-08-19,"43706","San Diego",11,"5","Deny"
2021-06-06,"44370","San Diego",11,"94","Tendered"
2022-03-18,"44641","San Diego",11,"8","Deny"
2023-04-10,"45035","San Diego",11,NA,"Deny-NSH"
2022-04-28,"44683","San Diego",11,"78","Deny"
2018-08-30,"43433","San Diego",11,"163","Tendered"
2023-04-02,"45020","San Diego",11,"5","Deny"
2023-03-19,"45029","San Diego",11,"5","unclear/unknown/pending"
2023-03-23,"45028","San Diego",11,"94","Deny"
2021-12-02,"44581","San Diego",11,"805","Deny"
2021-10-11,"44620","San Diego",11,"805","Deny"
2022-07-16,"44762","San Diego",11,"8","Tendered"
2023-04-02,"2023-07-05","San Diego",11,NA,"unclear/unknown/pending"
2019-02-02,"43619","San Diego",11,"78","Deny"
2023-04-12,"45055","San Diego",11,NA,"Deny-NSH"
2022-03-29,"44662","San Diego",11,"15","Deny"
2023-03-21,"45069","San Diego",11,"78","Approve"
2023-01-17,"45020","San Diego",11,"94","Deny"
2020-07-29,"44083","San Diego",11,"805","Deny"
2018-02-03,"43164","San Diego",11,"805","Deny"
2022-07-16,"44762","San Diego",11,"5","Deny"
2021-11-18,"44522","San Diego",11,"8","Deny"
2023-01-22,"44974","San Diego",11,NA,"Deny-NSH"
2021-04-02,"44309","San Diego",11,"5","Deny"
2023-01-09,"44951","San Diego",11,NA,"Deny-NSH"
2018-07-18,"43341","San Diego",11,"67","Approve"
2019-01-15,"43482","San Diego",11,"ity Street","Deny-NSH"
2018-05-29,"43341","San Diego",11,"n/a","Approve"
2021-11-23,"44531","San Diego",11,"94","Deny"
2022-12-10,"45035","San Diego",11,"5","Deny"
2020-12-16,"44193","San Diego",11,"15","Deny"
2023-01-17,"44964","San Diego",11,NA,"Deny-NSH"
2021-04-08,"44300","San Diego",11,NA,"Deny"
2021-02-04,"44249","San Diego",11,"8","Approve"
2023-02-08,"45009","San Diego",11,NA,"Deny-NSH"
2019-02-19,"43587","San Diego",11,"163","Deny"
2023-04-02,"2023-09-05","San Diego",11,"5","Deny"
2018-06-07,"43286","San Diego",11,"805","Deny"
2023-01-18,"45014","San Diego",11,NA,"Deny-NSH"
2023-03-24,"45042","San Diego",11,NA,"Deny"
2021-03-16,"44342","San Diego",11,"805","Tendered"
2023-03-12,"45005","San Diego",11,"5","Deny"
2023-03-23,"45021","San Diego",11,"76","Approve"
2019-10-23,"43825","San Diego",11,"163","Deny"
2022-03-09,"44634","San Diego",11,"805","Transfer to diff office"
2023-03-05,"2023-06-29","San Diego",11,NA,"unclear/unknown/pending"
2020-11-01,"44179","San Diego",11,"8","Tendered"
2020-06-04,"44048","San Diego",11,"125","Deny"
2023-03-19,"45029","San Diego",11,"5","Deny"
2023-04-02,"45047","San Diego",11,"76","Deny"
2020-09-17,"44099","San Diego",11,"5","Deny"
2019-01-24,"43563","San Diego",11,"78","Deny"
2020-03-17,"43915","San Diego",11,"52","Deny"
2023-02-27,"45019","San Diego",11,"8","unclear/unknown/pending"
2021-11-18,"44522","San Diego",11,NA,"Deny"
2022-05-12,"44727","San Diego",11,"125","Deny"
2019-08-26,"43879","San Diego",11,"15","Transfer to diff office"
2023-03-26,"45057","San Diego",11,"163","Deny"
2021-10-28,"44503","San Diego",11,"8","Transfer to diff office"
2022-01-04,"44571","San Diego",11,"803","Deny"
2020-11-10,"44272","San Diego",11,"5","Deny"
2021-09-20,"44504","San Diego",11,"8","Deny"
2023-04-08,"45033","San Diego",11,"5","Deny"
2020-07-01,"44217","San Diego",11,"5","Deny"
2022-11-28,"44966","San Diego",11,"67","Approve"
2022-01-21,"44810","San Diego",11,"67","Deny"
2023-01-17,"44951","San Diego",11,NA,"Deny-NSH"
2020-08-04,"44050","San Diego",11,"8","Deny"
2023-04-19,"2023-07-19","San Diego",11,NA,"unclear/unknown/pending"
2020-06-26,"44298","San Diego",11,NA,"Deny"
2021-09-12,"44455","San Diego",11,"5","Tendered"
2019-06-04,"43647","San Diego",11,"5","Tendered"
2019-02-05,"43511","San Diego",11,"94","Deny"
2018-03-06,"43192","San Diego",11,"5","Deny-NSH"
2020-09-28,"44127","San Diego",11,"5","Tendered"
2021-09-29,"44862","San Diego",11,NA,"Transfer to diff office"
2023-03-15,"45021","San Diego",11,"78","Deny"
2019-03-08,"43536","San Diego",11,"5","Tendered"
2023-04-10,"2023-08-03","San Diego",11,NA,"Deny"
2022-03-09,"44691","San Diego",11,"805","Deny"
2022-10-04,"44853","San Diego",11,"125","Approve"
2022-11-10,"45030","San Diego",11,"5","unclear/unknown/pending"
2018-09-15,"43509","San Diego",11,"163","Tendered"
2023-04-02,"45026","San Diego",11,"94","Deny"
2022-03-13,"44701","San Diego",11,"8","Approve"
2023-04-03,"45049","San Diego",11,NA,"Deny-NSH"
2020-09-21,"44218","San Diego",11,"67","Transfer to diff office"
2023-03-15,"45043","San Diego",11,"5","Deny"
2023-03-20,"2023-09-27","San Diego",11,NA,"unclear/unknown/pending"
2018-09-24,"43460","San Diego",11,"5","Tendered"
2023-03-18,"45022","San Diego",11,"67","Deny"
2023-03-20,"45013","San Diego",11,"78","Deny"
2019-04-17,"43633","San Diego",11,"54","Deny"
2023-03-04,"45030","San Diego",11,"5","Deny"
2022-03-25,"44683","San Diego",11,"5","Deny"
2021-06-09,"44361","San Diego",11,"94","Tendered"
2020-08-27,"44137","San Diego",11,"52","Approve"
2023-03-19,"2023-10-05","San Diego",11,NA,"unclear/unknown/pending"
2018-09-22,"43375","San Diego",11,"125","Deny"
2021-04-02,"44361","San Diego",11,"5","Deny-NSH"
2021-07-23,"44410","San Diego",11,"5","Tendered"
2022-07-20,"44867","San Diego",11,"8","Deny"
2018-09-04,"43392","San Diego",11,"163","Tendered"
2023-01-19,"2023-05-25","San Diego",11,NA,"Deny"
2018-08-25,"43390","San Diego",11,"805","Approve"
2022-01-28,"44629","San Diego",11,NA,"Deny"
2019-11-05,"43837","San Diego",11,"5","Deny"
2022-09-21,"44834","San Diego",11,"805","Deny"
2018-02-08,"43160","San Diego",11,"Pac","Deny-NSH"
2021-07-02,"44448","San Diego",11,"8","Deny"
2023-02-25,"45013","San Diego",11,"8","Approve"
2019-12-04,"44204","San Diego",11,"163","Deny"
2021-06-06,"44300","San Diego",11,NA,"Deny-NSH"
2020-03-04,"44097","San Diego",11,"94","Deny"
2023-03-23,"2023-07-07","San Diego",11,NA,"Deny"
2023-03-21,"45019","San Diego",11,"78","Deny"
2023-04-29,"45058","San Diego",11,"78","Deny"
2022-11-14,"44991","San Diego",11,"5","Deny"
2023-01-16,"44949","San Diego",11,"15","Deny"
2020-09-17,"44099","San Diego",11,"5","Tendered"
2023-04-02,"2023-07-21","San Diego",11,NA,"unclear/unknown/pending"
2023-03-15,"45034","San Diego",11,"78","Approve"
2021-01-25,"44235","San Diego",11,"163","Transfer to diff office"
2019-03-28,"43565","San Diego",11,"8","Deny"
2018-08-27,"43468","San Diego",11,"163","Tendered"
2023-03-15,"45023","San Diego",11,NA,"Deny-NSH"
2023-04-05,"45034","San Diego",11,"805","Approve"
2022-02-14,"44614","San Diego",11,"94","Deny"
2023-03-16,"2023-08-22","San Diego",11,NA,"Deny"
2021-03-21,"44305","San Diego",11,"805","Deny"
2022-12-15,"44994","San Diego",11,NA,"Deny-NSH"
2020-08-26,"44085","San Diego",11,"94","Transfer to diff office"
2023-01-05,"45029","San Diego",11,NA,"Deny"
2020-10-27,"44174","San Diego",11,"5","Tendered"
2019-12-14,"43830","San Diego",11,"5","Tendered"
2023-04-03,"45050","San Diego",11,"5","Deny"
2018-08-27,"43507","San Diego",11,"163","Tendered"
2018-01-13,"43136","San Diego",11,"163","Deny"
2021-06-23,"44425","San Diego",11,"8","Deny"
2018-06-08,"43286","San Diego",11,"163","Approve"
2022-12-01,"44917","San Diego",11,"8","Tendered"
2019-02-14,"43521","San Diego",11,"94","Deny"
2019-06-28,"43655","San Diego",11,"5","Tendered"
2021-03-04,"44307","San Diego",11,"8","Deny"
2021-04-07,"44316","San Diego",11,"8","Transfer to diff office"
2020-09-16,"44102","San Diego",11,"5","Deny"
2020-08-02,"44053","San Diego",11,"5","Tendered"
2018-10-03,"43447","San Diego",11,"163","Tendered"
2021-10-01,"44509","San Diego",11,"75","Approve"
2022-05-02,"44686","San Diego",11,"15","unclear/unknown/pending"
2022-01-11,"44587","San Diego",11,"5","Approve"
2019-02-19,"43581","San Diego",11,"78","Deny"
2023-03-20,"45026","San Diego",11,NA,"Deny-NSH"
2023-03-19,"45021","San Diego",11,"78","Deny"
2019-12-04,"43844","San Diego",11,"805","Tendered"
2020-01-07,"43987","San Diego",11,"78","Deny"
2021-11-03,"44509","San Diego",11,"94","unclear/unknown/pending"
2022-01-03,"44678","San Diego",11,"5","Deny"
2021-10-28,"44502","San Diego",11,"5","Deny"
2019-04-11,"43675","San Diego",11,"15","Approve"
2019-02-02,"43523","San Diego",11,"5","Tendered"
2021-11-02,"44659","San Diego",11,"75","Deny"
2021-04-20,"44320","San Diego",11,"15","Deny"
2021-11-06,"44690","San Diego",11,"8","Tendered"
2019-01-04,"43525","San Diego",11,"78","Approve"
2020-01-06,"43845","San Diego",11,"15","Deny"
2022-06-22,"44755","San Diego",11,"805","Deny"
2020-12-08,"44239","San Diego",11,"805","Deny"
2020-01-14,"44217","San Diego",11,"163","Transfer to diff office"
2023-01-07,"44946","San Diego",11,"5","Tendered"
2022-03-25,"44655","San Diego",11,"5","Deny"
2018-08-28,"43368","San Diego",11,"15","Tendered"
2023-03-15,"45028","San Diego",11,"805","other"
2023-02-27,"45022","San Diego",11,"76","Deny"
2021-05-03,"44389","San Diego",11,"8","Approve"
2023-01-09,"45029","San Diego",11,NA,"Deny"
2020-01-31,"44041","San Diego",11,"5","Deny"
2018-12-06,"43451","San Diego",11,"8","Tendered"
2021-10-01,"44509","San Diego",11,NA,"Approve"
2023-03-01,"45019","San Diego",11,"5","Deny"
2021-04-17,"44349","San Diego",11,"015/078","Deny"
2022-01-10,"44622","San Diego",11,"5","Deny"
2021-11-16,"44522","San Diego",11,"94","Tendered"
2023-01-16,"44957","San Diego",11,NA,"Deny-NSH"
2023-01-17,"2023-01-25","San Diego",11,NA,"unclear/unknown/pending"
2023-01-02,"44930","San Diego",11,"8","Tendered"
2023-02-15,"45002","San Diego",11,NA,"Deny-NSH"
2022-08-28,"2023-05-02","San Diego",11,NA,"unclear/unknown/pending"
2021-11-23,"44531","San Diego",11,"94","Deny"
2019-08-16,"43718","San Diego",11,"11","Tendered"
2022-07-03,"44858","San Diego",11,"805","unclear/unknown/pending"
2019-07-10,"43662","San Diego",11,"94","Approve"
2023-03-22,"45019","San Diego",11,"805","Deny"
2023-01-16,"44966","San Diego",11,NA,"Deny-NSH"
2019-03-12,"43550","San Diego",11,"5","Tendered"
2023-03-01,"45055","San Diego",11,NA,"Deny-NSH"
2019-02-21,"43700","San Diego",11,"5","Tendered"
2021-02-05,"44277","San Diego",11,"805","Tendered"
2023-03-22,"45020","San Diego",11,"78","Approve"
2023-04-17,"45049","San Diego",11,NA,"Deny-NSH"
2019-02-06,"43516","San Diego",11,"5","Deny"
2020-08-12,"44092","San Diego",11,"8","Approve"
2023-01-09,"44957","San Diego",11,NA,"Deny-NSH"
2023-01-26,"45005","San Diego",11,NA,"Deny-NSH"
2023-02-11,"45026","San Diego",11,"163","unclear/unknown/pending"
2023-01-16,"45027","San Diego",11,"94","Deny"
2023-03-16,"45005","San Diego",11,"78","Deny"
2023-06-11,"2023-07-28","San Diego",11,NA,"unclear/unknown/pending"
2022-11-21,"45070","San Diego",11,"805","Deny"
2023-03-30,"2023-07-05","San Diego",11,NA,"unclear/unknown/pending"
2018-07-10,"43319","San Diego",11,"805","Deny"
2023-03-23,"45012","San Diego",11,"805","Deny"
2022-01-09,"44581","San Diego",11,"5","Deny"
2023-03-17,"45068","San Diego",11,"5","Approve"
2019-12-30,"43846","San Diego",11,"15","Deny"
2021-06-01,"44393","San Diego",11,"163","Deny"
2022-03-21,"44652","San Diego",11,"5","Deny"
2020-08-19,"44090","San Diego",11,"15","Deny"
2022-10-01,"44848","San Diego",11,"15","Deny"
2020-09-28,"44165","San Diego",11,"67","Deny"
2023-03-22,"45030","San Diego",11,"76","Approve"
2023-03-22,"45023","San Diego",11,"78","Approve"
2021-05-26,"44351","San Diego",11,"8","Deny"
2023-04-01,"45022","San Diego",11,"805","Approve"
2023-03-24,"45061","San Diego",11,"805","Deny"
2018-01-28,"43140","San Diego",11,"94","Deny"
2021-10-01,"44509","San Diego",11,"75","Approve"
2023-02-09,"44992","San Diego",11,"805","Deny"
2023-01-18,"45028","San Diego",11,NA,"Deny-NSH"
2019-05-22,"43633","San Diego",11,"805","Transfer to diff office"
2019-12-12,"43846","San Diego",11,"5","Deny"
2019-02-18,"43525","San Diego",11,"5","Tendered"
2022-10-30,"44918","San Diego",11,"8","Deny"
2023-06-10,"45098","San Diego",11,NA,"unclear/unknown/pending"
2019-06-18,"43663","San Diego",11,"67","Approve"
2021-01-26,"44217","San Diego",11,"94","Deny"
2023-05-05,"45057","San Diego",11,"15","Deny"
2020-11-20,"44272","San Diego",11,"5","Deny"
2018-09-22,"43402","San Diego",11,"8","Deny"
2019-10-15,"43756","San Diego",11,"125","Deny"
2019-08-15,"43703","San Diego",11,"67","Deny"
2018-09-05,"43384","San Diego",11,"78","Tendered"
2023-01-21,"44950","San Diego",11,"15","Deny"
2020-08-07,"44055","San Diego",11,"5","Deny"
2020-10-19,"44139","San Diego",11,"805","Approve"
2021-01-27,"44237","San Diego",11,"5","Tendered"
2023-03-16,"45036","San Diego",11,"15","Deny"
2021-12-16,"44585","San Diego",11,"805","unclear/unknown/pending"
2019-08-30,"43717","San Diego",11,"8","Transfer to diff office"
2020-09-02,"44099","San Diego",11,"5","Deny"
2021-01-25,"44274","San Diego",11,"125","Deny"
2018-06-12,"43312","San Diego",11,"78","Deny"
2023-04-07,"45027","San Diego",11,"94","Deny"
2021-02-04,"44239","San Diego",11,"805","Tendered"
2023-03-16,"45022","San Diego",11,NA,"Deny-NSH"
2023-02-27,"45012","San Diego",11,"5","Deny"
2018-04-03,"43207","San Diego",11,"5","Tendered"
2023-04-01,"45055","San Diego",11,"5","Deny"
2020-11-20,"44270","San Diego",11,"52","Deny"
2019-07-23,"43740","San Diego",11,"8","Deny"
2018-01-31,"43152","San Diego",11,"8","Transfer to diff office"
2022-10-06,"44861","San Diego",11,"15","Deny"
2023-04-05,"2023-08-25","San Diego",11,NA,"Deny"
2022-06-18,"44750","San Diego",11,"5","unclear/unknown/pending"
2023-01-16,"45047","San Diego",11,"805","Deny"
2020-06-27,"44041","San Diego",11,"5","Deny"
2023-05-15,"2023-06-30","San Diego",11,NA,"unclear/unknown/pending"
2021-02-05,"44302","San Diego",11,"78","Deny"
2023-01-26,"44970","San Diego",11,"8","Tendered"
2021-12-12,"44571","San Diego",11,"15","Deny"
2018-09-14,"43410","San Diego",11,"163","Tendered"
2022-09-12,"45007","San Diego",11,NA,"Deny-NSH"
2021-03-04,"44307","San Diego",11,"8","Deny"
2018-04-12,"43227","San Diego",11,"5","Tendered"
2022-05-15,"44699","San Diego",11,"75","Deny"
2020-03-20,"44027","San Diego",11,"75","Deny"
2018-04-07,"43210","San Diego",11,"5","Deny"
2020-03-09,"43922","San Diego",11,"76 & 15","Deny"
2019-12-05,"43857","San Diego",11,"163","Deny"
2023-02-26,"44992","San Diego",11,"5","Approve"
2021-07-23,"44407","San Diego",11,"67","Deny"
2021-09-02,"44441","San Diego",11,"56","Deny"
2021-03-16,"44342","San Diego",11,"805","Deny"
2018-12-16,"43515","San Diego",11,"805","Approve"
2018-12-23,"43501","San Diego",11,NA,"Deny-NSH"
2022-10-03,"44855","San Diego",11,NA,"Deny-NSH"
2023-02-15,"45063","San Diego",11,"8","Deny"
2023-03-25,"45029","San Diego",11,"5","Deny"
2022-04-28,"44683","San Diego",11,"78","Deny"
2019-08-21,"43810","San Diego",11,"94","Transfer to diff office"
2020-06-17,"44053","San Diego",11,"5","Tendered"
2020-03-17,"43934","San Diego",11,"52","Deny"
2020-02-20,"43950","San Diego",11,"5","Tendered"
2022-09-10,"44848","San Diego",11,"15","Deny"
2021-05-14,"44309","San Diego",11,"805","Deny"
2023-01-03,"45054","San Diego",11,"94","Deny-NSH"
2020-04-21,"43971","San Diego",11,"5","Tendered"
2023-01-18,"44965","San Diego",11,"5","Deny"
2019-10-14,"43762","San Diego",11,"5","Tendered"
2019-11-24,"43809","San Diego",11,"5","Deny"
2021-06-23,"44425","San Diego",11,"8","Deny"
2019-06-08,"43629","San Diego",11,"Via De La Valle","Deny-NSH"
2023-03-24,"45026","San Diego",11,"805","Approve"
2018-07-30,"43388","San Diego",11,"125","Approve"
2023-03-28,"45036","San Diego",11,NA,"Deny-NSH"
2021-05-01,"44335","San Diego",11,"78","Tendered"
2022-05-17,"44713","San Diego",11,NA,"Approve"
2023-03-31,"45071","San Diego",11,"5","Deny"
2022-03-02,"45042","San Diego",11,NA,"Deny-NSH"
2023-03-13,"45015","San Diego",11,NA,"Deny-NSH"
2023-03-15,"45012","San Diego",11,"5","Tendered"
2023-03-23,"45020","San Diego",11,NA,"Deny-NSH"
2023-03-13,"45056","San Diego",11,NA,"Deny-NSH"
2022-09-28,"44897","San Diego",11,"94","Deny"
2023-02-25,"2023-07-19","San Diego",11,NA,"unclear/unknown/pending"
2018-02-23,"43165","San Diego",11,"8","Deny"
2022-10-17,"44867","San Diego",11,"5","Deny"
2022-07-28,"44936","San Diego",11,"52","Deny"
2020-07-03,"44036","San Diego",11,"78","Approve"
2019-07-24,"43738","San Diego",11,"805","Deny"
2022-11-18,"44894","San Diego",11,"67","Deny"
2022-04-05,"44659","San Diego",11,"78","Approve"
2022-11-19,"44903","San Diego",11,"94","Deny"
2022-10-04,"44853","San Diego",11,"125","Approve"
2018-09-01,"43475","San Diego",11,"163","Tendered"
2023-03-02,"44995","San Diego",11,"67","Tendered"
2021-07-01,"44418","San Diego",11,"56","Approve"
2022-03-25,"44683","San Diego",11,"5","Deny"
2022-01-06,"44595","San Diego",11,"5","Deny"
2023-03-21,"45013","San Diego",11,"805","Deny"
2023-04-07,"45065","San Diego",11,"5","Deny"
2018-08-29,"43493","San Diego",11,"163","Tendered"
2019-07-05,"43662","San Diego",11,"94","Deny"
2023-01-11,"45055","San Diego",11,NA,"Deny-NSH"
2023-03-25,"45049","San Diego",11,"5","Approve"
2022-03-21,"44652","San Diego",11,"5","Tendered"
2023-02-15,"45055","San Diego",11,NA,"Deny-NSH"
2022-06-15,"44810","San Diego",11,"5","Deny"
2019-07-23,"43834","San Diego",11,"79","Deny"
2019-10-14,"43762","San Diego",11,"5","Tendered"
2019-03-08,"43539","San Diego",11,"5","Tendered"
2022-09-17,"44833","San Diego",11,"125","Deny"
2021-07-09,"44398","San Diego",11,"8","Deny"
2021-03-09,"44298","San Diego",11,"805","Tendered"
2023-01-06,"44956","San Diego",11,NA,"Deny-NSH"
2021-11-17,"44522","San Diego",11,"15","Deny-NSH"
2018-01-23,"43138","San Diego",11,"5","Tendered"
2019-04-18,"43609","San Diego",11,"125","Deny"
2019-12-01,"43852","San Diego",11,"5","Tendered"
2023-03-07,"45035","San Diego",11,"94","Deny"
2018-01-26,"43153","San Diego",11,"5","Tendered"
2019-02-05,"43544","San Diego",11,"5","Deny"
2019-07-22,"43770","San Diego",11,"8","Tendered"
2019-02-25,"43623","San Diego",11,"78","Deny"
2018-10-03,"43472","San Diego",11,NA,"Deny"
2020-09-01,"44106","San Diego",11,"5","Deny"
2021-01-27,"44246","San Diego",11,"5","Deny"
2021-06-05,"44363","San Diego",11,"125","Approve"
2022-11-09,"44893","San Diego",11,NA,"Deny"
2021-11-16,"44532","San Diego",11,"8","Tendered"
2020-02-21,"43902","San Diego",11,"805","Approve"
2018-05-07,"43241","San Diego",11,NA,"Deny-NSH"
2020-04-15,"43978","San Diego",11,"5","Approve"
2019-06-04,"43623","San Diego",11,"163","Deny"
2023-04-11,"45050","San Diego",11,NA,"Deny-NSH"
2019-02-16,"43600","San Diego",11,"78","Deny"
2021-06-14,"44383","San Diego",11,"94","Tendered"
2022-11-14,"45061","San Diego",11,"15","Deny"
2023-03-10,"45036","San Diego",11,"78","Deny"
2023-06-11,"2023-09-18","San Diego",11,NA,"unclear/unknown/pending"
2018-06-14,"43340","San Diego",11,"805","Deny"
2023-06-13,"2023-07-26","San Diego",11,NA,"Deny"
2022-10-21,"45029","San Diego",11,"78","Approve"
2022-07-29,"44783","San Diego",11,"552","Deny"
